case,role,denoiser,fs_hz,iqr_mode,normalization_input,model,model_seed,split_seed,epochs,config_hash,study_context_hash,status,best_val_acc,test_acc,train_size,val_size,test_size,input_shape,checkpoint,predictions_file,test_sample_manifest,duration_sec,error
bp_fs200_legacy_abs,main_2x2,bandpass,200.0,legacy_abs,abs,resnet1d,42,42,50,2bda2fbef9aee0e4,e1655cd660946c39,ok,0.6833333333333332,0.6257575757575757,1980,660,660,"[1000, 15, 9]",/home/test/bupt_hjk/ablation/bandpass_server_results/sign_ablation/runs/bp_fs200_legacy_abs/config_2bda2fbef9aee0e4/seed_42/best_checkpoint.pth,/home/test/bupt_hjk/ablation/bandpass_server_results/sign_ablation/runs/bp_fs200_legacy_abs/config_2bda2fbef9aee0e4/seed_42/test_predictions.npz,/home/test/bupt_hjk/ablation/bandpass_server_results/sign_ablation/cases/bp_fs200_legacy_abs/config_2bda2fbef9aee0e4/test_sample_manifest.csv,32.44,
