train_loss,train_acc,val_loss,val_acc,epoch,lr
1.974491360968193,25.913113435237328,2.144089245596626,18.83451384417257,39.084933042526245,0.0003
1.636062970798244,39.60579243765085,1.983844689530706,23.824855119124276,39.228092670440674,0.0003
1.4532042836912773,46.76588897827836,2.5253981992803847,19.02768834513844,39.36409831047058,0.0003
1.332601593543902,50.88495575221239,2.1577122625196203,23.76046361880232,39.29716420173645,0.0003
1.2405935794234948,54.481094127111824,2.494568262419544,25.20927237604636,39.29035973548889,0.0003
1.1482255484534192,57.95655671761867,3.169851957178085,21.538956857694785,39.32916784286499,0.0003
1.0848172761122257,60.35398230088496,2.317554098824417,27.752736638763682,39.37321472167969,0.0003
1.0193636993583133,63.07320997586484,2.384668396583159,26.01416613007083,39.401074171066284,0.0003
0.9140485548915541,67.04746580852776,1.6550216765766057,40.18029620090148,39.26809811592102,2.9999999999999997e-05
0.885293857090337,68.39098954143202,1.6175975976493846,42.49839021249195,39.34172177314758,2.9999999999999997e-05
0.8580448175569935,69.07481898632341,1.6277657920363942,40.53444945267225,39.333593130111694,2.9999999999999997e-05
0.8415688046120101,69.62188254223652,1.6231044863242146,43.07791371538957,39.51493191719055,2.9999999999999997e-05
0.8294603190111327,69.92759452936444,1.620149560958742,42.17643271088216,39.3041205406189,2.9999999999999997e-05
0.8231943671202717,70.38616251005631,1.6667963548084266,41.8222794591114,39.41174387931824,2.9999999999999997e-05
0.8065081662548614,71.09412711182623,1.649290820244275,42.852543464262716,39.392220973968506,2.9999999999999997e-05
0.7948217358113486,71.66532582461787,1.6446518805897474,42.78815196394076,39.450170040130615,2.9999999999999997e-05
0.7790889064726673,72.2767497988737,1.6125311589747648,44.20476497102383,39.30269479751587,3e-06
0.7737571318784454,72.60659694288013,1.6152977422023695,44.17256922086285,39.47843337059021,3e-06
0.7764185826335334,72.16411906677394,1.5909707325547262,45.10624597553123,39.50738739967346,3e-06
0.7812935140472406,71.92276749798874,1.6078173846140724,44.10817772054089,39.36232280731201,3e-06
