sample_index,file_name,user_id,position_id,action_id,frames,duration_seconds,median_interval_seconds,p90_interval_seconds,max_interval_seconds,duplicate_timestamp_intervals,valid_frame_rate_hz,default_half_window,default_full_window_frames,default_window_median_span_seconds,default_window_p90_span_seconds,default_window_median_fraction_of_duration,default_window_frame_fraction,sample_not_longer_than_default_window
20,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120617_mimo5s_part0.csv,0,6,1,7,6.723552,0.7868009999999999,2.3265445,2.707391,0,0.8923854534032012,5,11,6.723552,6.723552,1.0,1.0,1
21,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120640_mimo5s_part0.csv,0,6,1,7,5.005987999999999,0.20182799999999998,2.2909715000000004,2.806006,0,1.1985645990361944,5,11,5.005987999999999,5.005987999999999,1.0,1.0,1
22,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120726_mimo5s_part0.csv,0,6,1,7,2.1444739999999998,0.3241839999999999,0.7450034999999999,0.832312,0,2.797888899562317,5,11,2.1444739999999998,2.1444739999999998,1.0,1.0,1
23,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120623_mimo5s_part0.csv,0,6,1,12,5.559676,0.26798,1.3388075999999998,1.5302609999999999,1,1.9785325619694387,5,11,4.476748499999999,5.3541419,0.8052175162725309,0.9166666666666666,0
24,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120657_mimo5s_part0.csv,0,6,1,21,7.259119999999999,0.224472,0.8562567000000013,1.5714579999999998,0,2.7551548948081863,5,11,2.3862069999999997,4.604922,0.32871849480377785,0.5238095238095238,0
25,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120703_mimo5s_part0.csv,0,6,1,7,5.248158,0.4859910000000003,1.9607399999999997,3.0326229999999996,0,1.1432582631849117,5,11,5.248158,5.248158,1.0,1.0,1
26,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120605_mimo5s_part0.csv,0,6,1,7,4.126596999999999,0.18191449999999987,1.8716559999999998,3.0210699999999995,0,1.453982543000928,5,11,4.126596999999999,4.126596999999999,1.0,1.0,1
27,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120646_mimo5s_part0.csv,0,6,1,11,5.012554,0.22562099999999996,1.1537372000000004,2.455158,1,1.9949909766558127,5,11,3.5110399999999995,5.009264,0.7004493118677624,1.0,1
28,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121246_mimo5s_part0.csv,0,7,1,4,3.8537649999999997,0.703633,2.3816713999999997,2.8011809999999997,0,0.7784595064826216,5,11,3.8537649999999997,3.8537649999999997,1.0,1.0,1
29,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120629_mimo5s_part0.csv,0,6,1,4,4.543731,1.354987,2.5612654,2.862835,0,0.660250353729127,5,11,4.543731,4.543731,1.0,1.0,1
30,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121229_mimo5s_part0.csv,0,7,1,4,3.8415779999999997,1.092172,2.2461664,2.5346649999999995,0,0.7809290869533302,5,11,3.8415779999999997,3.8415779999999997,1.0,1.0,1
31,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121337_mimo5s_part0.csv,0,7,1,3,0.969116,0.484558,0.6189475999999999,0.6525449999999999,0,2.063736436092274,5,11,0.969116,0.969116,1.0,1.0,1
32,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position8_activity1/20250813=122031_mimo5s_part0.csv,0,8,1,3,1.958014,0.979007,1.6775422,1.8521759999999998,0,1.0214431561776371,5,11,1.958014,1.958014,1.0,1.0,1
33,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121218_mimo5s_part0.csv,0,7,1,7,5.006292,0.8058409999999998,1.3240045,1.776508,0,1.1984918178963593,5,11,5.006292,5.006292,1.0,1.0,1
34,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121320_mimo5s_part0.csv,0,7,1,4,3.2166349999999997,0.4099999999999997,2.0666784,2.480848,0,0.9326516685915561,5,11,3.2166349999999997,3.2166349999999997,1.0,1.0,1
35,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position8_activity1/20250813=122003_mimo5s_part0.csv,0,8,1,4,4.849964,0.7044570000000006,3.332217,3.9891569999999996,0,0.6185612924137169,5,11,4.849964,4.849964,1.0,1.0,1
36,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121325_mimo5s_part0.csv,0,7,1,7,4.99805,0.9053615,1.4212414999999998,1.513413,0,1.2004681825912105,5,11,4.99805,4.99805,1.0,1.0,1
37,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120714_mimo5s_part0.csv,0,6,1,11,7.444254,0.5588105000000003,1.2541717999999995,2.5202809999999998,0,1.3433179469695689,5,11,5.862656,7.287037,0.7875411021708825,1.0,1
38,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121241_mimo5s_part0.csv,0,7,1,7,2.3913059999999997,0.2101464999999999,0.9792164999999999,1.057569,0,2.509089175538388,5,11,2.3913059999999997,2.3913059999999997,1.0,1.0,1
39,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121303_mimo5s_part0.csv,0,7,1,4,3.5363089999999997,0.983607,2.1632941999999997,2.4582159999999997,0,0.8483421556204507,5,11,3.5363089999999997,3.5363089999999997,1.0,1.0,1
40,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position7_activity1/20250813=121331_mimo5s_part0.csv,0,7,1,4,4.949676,2.156686,2.4225115999999995,2.4889679999999994,0,0.6061002780788075,5,11,4.949676,4.949676,1.0,1.0,1
41,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position8_activity1/20250813=121940_mimo5s_part0.csv,0,8,1,8,2.091475,0.06673050000000003,0.972756,1.6199409999999999,1,3.346920235718811,5,11,2.0872504999999997,2.091475,0.9979801336377435,1.0,1
42,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120720_mimo5s_part0.csv,0,6,1,8,5.270804,0.24980500000000028,1.8452208,2.211384,0,1.328070632108498,5,11,5.1459015,5.270804,0.976302951124724,1.0,1
43,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position8_activity1/20250813=122036_mimo5s_part0.csv,0,8,1,4,4.997292,0.7127730000000003,3.2855305999999995,3.9287199999999993,0,0.6003251360937084,5,11,4.997292,4.997292,1.0,1.0,1
44,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position8_activity1/20250813=121957_mimo5s_part0.csv,0,8,1,4,2.364592,0.706823,1.295279,1.442393,0,1.2687178168580457,5,11,2.364592,2.364592,1.0,1.0,1
