sample_index,file_name,user_id,position_id,action_id,interval_index,interval_seconds,is_positive,is_duplicate_timestamp
9,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122304_mimo5s_part0.csv,1,8,1,4,0.4036959999999996,1,0
9,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122304_mimo5s_part0.csv,1,8,1,5,0.4555220000000002,1,0
9,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122304_mimo5s_part0.csv,1,8,1,6,0.6901670000000002,1,0
9,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122304_mimo5s_part0.csv,1,8,1,7,0.3241689999999995,1,0
10,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122241_mimo5s_part0.csv,1,8,1,1,1.130704,1,0
10,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122241_mimo5s_part0.csv,1,8,1,2,0.26047299999999995,1,0
11,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122230_mimo5s_part0.csv,1,8,1,1,0.031388,1,0
11,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122230_mimo5s_part0.csv,1,8,1,2,0.360668,1,0
11,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122230_mimo5s_part0.csv,1,8,1,3,0.009200000000000041,1,0
11,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122230_mimo5s_part0.csv,1,8,1,4,0.0,0,1
11,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122230_mimo5s_part0.csv,1,8,1,5,1.652316,1,0
11,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122230_mimo5s_part0.csv,1,8,1,6,0.3091969999999997,1,0
11,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122230_mimo5s_part0.csv,1,8,1,7,1.0719090000000002,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,1,0.002536,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,2,1.2854929999999998,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,3,0.5734840000000001,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,4,0.007881999999999945,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,5,0.35544399999999987,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,6,0.6256820000000003,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,7,0.7012329999999998,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,8,0.11247400000000018,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,9,0.009717999999999893,1,0
12,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122155_mimo5s_part0.csv,1,8,1,10,0.19131199999999993,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,1,0.32534599999999997,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,2,0.386557,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,3,0.40658400000000006,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,4,1.3783309999999998,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,5,0.036126000000000325,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,6,0.4373499999999999,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,7,0.6865600000000001,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,8,0.8769710000000002,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,9,0.21412799999999965,1,0
13,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122258_mimo5s_part0.csv,1,8,1,10,0.11009699999999967,1,0
