dataset,combo_id,model,status,test_acc,test_acc_pct,denoise,outliers,calibrate,normalize,interpolate,interpolation_method,source_file
Widar,widar_087,mlpmodel,ok,0.6686868686868687,66.86868686868686,butterworth_o5_c0.3,iqr,stc,min-max,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_088,mlpmodel,ok,0.7121212121212122,71.21212121212122,butterworth_o5_c0.3,iqr,stc,min-max,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_089,mlpmodel,ok,0.6121212121212121,61.212121212121204,butterworth_o5_c0.3,iqr,robust,z-score,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_090,mlpmodel,ok,0.6161616161616161,61.61616161616161,butterworth_o5_c0.3,iqr,robust,z-score,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_091,mlpmodel,ok,0.603030303030303,60.303030303030305,butterworth_o5_c0.3,iqr,robust,z-score,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_092,mlpmodel,ok,0.6404040404040404,64.04040404040404,butterworth_o5_c0.3,iqr,robust,z-score,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_093,mlpmodel,ok,0.5454545454545454,54.54545454545454,butterworth_o5_c0.3,iqr,robust,min-max,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_094,mlpmodel,ok,0.5383838383838384,53.83838383838384,butterworth_o5_c0.3,iqr,robust,min-max,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_095,mlpmodel,ok,0.5505050505050505,55.05050505050505,butterworth_o5_c0.3,iqr,robust,min-max,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_096,mlpmodel,ok,0.5323232323232323,53.23232323232323,butterworth_o5_c0.3,iqr,robust,min-max,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_097,mlpmodel,ok,0.7343434343434343,73.43434343434343,butterworth_o5_c0.3,outlier_z-score,linear,z-score,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_098,mlpmodel,ok,0.7373737373737373,73.73737373737373,butterworth_o5_c0.3,outlier_z-score,linear,z-score,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_099,mlpmodel,ok,0.7292929292929293,72.92929292929293,butterworth_o5_c0.3,outlier_z-score,linear,z-score,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_100,mlpmodel,ok,0.7212121212121212,72.12121212121212,butterworth_o5_c0.3,outlier_z-score,linear,z-score,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_101,mlpmodel,ok,0.7181818181818181,71.81818181818181,butterworth_o5_c0.3,outlier_z-score,linear,min-max,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_102,mlpmodel,ok,0.696969696969697,69.6969696969697,butterworth_o5_c0.3,outlier_z-score,linear,min-max,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_103,mlpmodel,ok,0.7353535353535353,73.53535353535354,butterworth_o5_c0.3,outlier_z-score,linear,min-max,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_104,mlpmodel,ok,0.702020202020202,70.2020202020202,butterworth_o5_c0.3,outlier_z-score,linear,min-max,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_105,mlpmodel,ok,0.7282828282828283,72.82828282828284,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,z-score,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_106,mlpmodel,ok,0.7242424242424242,72.42424242424242,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,z-score,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_107,mlpmodel,ok,0.7080808080808081,70.8080808080808,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,z-score,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_108,mlpmodel,ok,0.7232323232323232,72.32323232323232,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,z-score,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_109,mlpmodel,ok,0.692929292929293,69.2929292929293,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,min-max,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_110,mlpmodel,ok,0.696969696969697,69.6969696969697,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,min-max,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_111,mlpmodel,ok,0.6797979797979798,67.97979797979798,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,min-max,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_112,mlpmodel,ok,0.7,70.0,butterworth_o5_c0.3,outlier_z-score,polynomial_d3,min-max,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_113,mlpmodel,ok,0.7191919191919192,71.91919191919192,butterworth_o5_c0.3,outlier_z-score,stc,z-score,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_114,mlpmodel,ok,0.7393939393939394,73.93939393939394,butterworth_o5_c0.3,outlier_z-score,stc,z-score,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_115,mlpmodel,ok,0.7474747474747475,74.74747474747475,butterworth_o5_c0.3,outlier_z-score,stc,z-score,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_116,mlpmodel,ok,0.7494949494949495,74.94949494949495,butterworth_o5_c0.3,outlier_z-score,stc,z-score,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_117,mlpmodel,ok,0.7252525252525253,72.52525252525253,butterworth_o5_c0.3,outlier_z-score,stc,min-max,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_118,mlpmodel,ok,0.7101010101010101,71.01010101010101,butterworth_o5_c0.3,outlier_z-score,stc,min-max,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_119,mlpmodel,ok,0.7252525252525253,72.52525252525253,butterworth_o5_c0.3,outlier_z-score,stc,min-max,nearest15,nearest,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_120,mlpmodel,ok,0.702020202020202,70.2020202020202,butterworth_o5_c0.3,outlier_z-score,stc,min-max,decimate15,decimate,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_121,mlpmodel,ok,0.6141414141414141,61.41414141414141,butterworth_o5_c0.3,outlier_z-score,robust,z-score,linear15,linear,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
Widar,widar_122,mlpmodel,ok,0.6131313131313131,61.31313131313131,butterworth_o5_c0.3,outlier_z-score,robust,z-score,cubic15,cubic,SDP/test_wider/result/full_tests_new/widar_320_pipeline_optimized_mlpmodel_summary.csv
