variant,amplitude_max_abs_error,adjacent_phase_jump_early_mean_rad,adjacent_phase_jump_late_mean_rad,late_relative_rotation_mean_rad,late_relative_rotation_gt_pi_over_2,late_relative_rotation_gt_3pi_over_4,phase_channel_std,zscore_amplitude_channel_std,zscore_phase_to_amplitude_std_ratio,minmax_amplitude_channel_std,minmax_phase_to_amplitude_std_ratio,minmax_exact_zero_fraction,linear_cancellation_ratio_mean,linear_cancellation_ratio_p10,linear_cancellation_ratio_lt_0_5,linear_late_minus_early_ratio,cubic_cancellation_ratio_mean,cubic_cancellation_ratio_p10,cubic_cancellation_ratio_lt_0_5,cubic_late_minus_early_ratio,sample_index,length
robust_shared_first50,7.62939453125e-06,0.8471376299858093,0.8386609554290771,3.210463006553255e-08,0.0,0.0,1.8132089376449585,1.0,1.8132089376449585,0.11730965515294706,15.456604448124208,0.00038826931020239573,0.9482958266619432,0.9132696871119044,0.0,0.0010021099765956665,0.9949147858845816,0.9728291734218245,0.0,0.00017168445073567629,5,2690
robust_window_limited,7.62939453125e-06,1.5000754594802856,1.5020086765289307,1.3674590587615967,0.4367816091954023,0.1839080459770115,1.8038158416748047,1.0,1.8038158416748047,0.1173096674012084,15.376531888932996,0.00039653035935563816,0.7923703289706849,0.3363468599063188,0.11163155720776538,-0.002704205943783955,0.8812168577710731,0.5118177594234871,0.0942007434944238,-0.0032224846255948236,5,2690
robust_fullspan50,7.62939453125e-06,1.5444974899291992,1.5663185119628906,1.5789457559585571,0.5007868089764641,0.25398535851122056,1.8121544122695923,1.0000000000000002,1.8121544122695918,0.11730965178582548,15.447615645284483,0.00040479140850888063,0.8028916058868939,0.45124318465714364,0.1251548946716233,-0.004812692697566345,0.9096238104575489,0.5538720482784776,0.07969434118133002,-6.322048155438242e-05,5,2690
robust_first50,7.62939453125e-06,1.5401337146759033,1.5834784507751465,1.6250579357147217,0.5328920361247947,0.26426518883415434,1.818081021308899,1.0000000000000004,1.818081021308898,0.11730965486430031,15.498136307808519,0.00040479140850888063,0.7996276988533779,0.44601004602660843,0.12894671623296158,-0.016396502123820822,0.9068679237476303,0.5484170048059498,0.08135481206113176,-0.014050293258916269,5,2690
no_calibration,3.814697265625e-06,0.8146915435791016,0.8220189809799194,0.00030683871591463685,0.0,0.0,1.8128982782363892,1.0000000000000004,1.8128982782363883,0.1577345221664957,11.493351317999972,0.0004091456077015644,0.9516239756575514,0.919691491685428,0.0,-0.0006632237528971796,0.9959798758138138,0.9749003901490702,0.0,0.00010392422994087713,6,2770
linear_reference,7.62939453125e-06,0.12507162988185883,0.1248137503862381,0.7879952788352966,0.0,0.0,0.35001617670059204,1.0000000000000002,0.350016176700592,0.15773451486295695,2.21902084654518,0.0003850782190132371,0.999219099711202,0.9978121957548013,0.0,-2.3527291717173604e-05,1.001256386013044,0.9990917991287549,0.0,-4.937651711856006e-05,6,2770
common_only,0.0,0.8146913051605225,0.8220311403274536,0.0,0.0,0.0,1.8296257257461548,0.9999999999999998,1.8296257257461552,0.15773452430591922,11.599399267833563,0.00039310068190934617,0.951621723550124,0.9196931144004584,0.0,-0.0006673784870524502,0.995978686450987,0.9748977391345688,0.0,0.00010144438591219718,6,2770
detrend_first50_only,7.62939453125e-06,1.4033880233764648,1.5867092609405518,1.5386319160461426,0.47789183442960603,0.23561557371603215,1.8143603801727295,0.9999999999999996,1.8143603801727304,0.15773452206957117,11.502620709577316,0.00040112314480545525,0.8138650707190362,0.4736737835108294,0.11217007621339752,-0.02562892157201746,0.9208608091003053,0.5783397145105984,0.07310068190934617,-0.010036548479862129,6,2770
detrend_fullspan50_only,7.62939453125e-06,1.5026189088821411,1.6818751096725464,1.6824697256088257,0.5561590591987243,0.2919407348348947,1.8092167377471924,1.0,1.8092167377471924,0.1577345178405425,11.470011526431849,0.00036903329322101887,0.8050343227795739,0.46416042500989585,0.11895707982350581,-0.04172311128816453,0.9133726748758466,0.550010348400078,0.08210188527878058,-0.01756054574720134,6,2770
robust_shared_first50,7.62939453125e-06,0.8146913051605225,0.8220311403274536,3.272617021821134e-08,0.0,0.0,1.8139053583145142,0.9999999999999998,1.8139053583145146,0.1577345237536471,11.49973585457745,0.0003850782190132371,0.9516217236100788,0.9196931317993835,0.0,-0.0006673784995591125,0.9959786864977911,0.9748977645538364,0.0,0.00010144444018767018,6,2770
