epoch,train_loss,train_acc,val_loss,val_acc,lr
0.5823495388031006,3.2794571380422575,18.939393939393938,2.551013791922367,33.18181818181818,0.0003
0.585902214050293,2.2371371394456037,43.43434343434343,1.8874713160774925,48.03030303030303,0.0003
0.6218738555908203,1.692140773330072,56.36363636363637,1.5447720513199314,58.333333333333336,0.0003
0.5908324718475342,1.321297121770454,66.96969696969697,1.2380405751141634,64.84848484848484,0.0003
0.5380988121032715,1.1236303505271372,71.56565656565657,1.1381329363042658,67.57575757575758,0.0003
0.5507590770721436,0.9433201125173858,74.6969696969697,0.9939718947266087,72.12121212121212,0.0003
0.541924238204956,0.8208475150243201,78.73737373737374,0.9912749767303467,71.51515151515152,0.0003
0.6599080562591553,0.685014383961456,82.47474747474747,0.8753456484187733,75.3030303030303,0.0003
0.7465105056762695,0.6255362745487328,83.88888888888889,0.8842312075875022,74.39393939393939,0.0003
0.5366849899291992,0.5755909883614743,85.5050505050505,0.7006564216180281,80.9090909090909,0.0003
0.6505675315856934,0.5280150317182445,86.71717171717172,0.7445863077134797,77.72727272727273,0.0003
0.5438404083251953,0.4674035579869241,88.73737373737374,0.6736293492895185,79.6969696969697,0.0003
0.5462779998779297,0.4518207816764562,87.57575757575758,0.6169003692540256,82.87878787878788,0.0003
0.554659366607666,0.37080333738616017,91.41414141414141,0.66105532375249,79.84848484848484,0.0003
0.5503630638122559,0.39067651773944045,90.1010101010101,0.5986005479639227,82.57575757575758,0.0003
0.60662841796875,0.404570091493202,88.88888888888889,0.5923628695083387,80.75757575757575,0.0003
0.6200945377349854,0.3400007933077186,90.95959595959596,0.636695949417172,82.42424242424242,0.0003
0.5771439075469971,0.3127451716649412,91.61616161616162,0.6442947819377437,81.66666666666667,0.0003
0.5476992130279541,0.2751302310312637,93.33333333333333,0.5409143046899275,83.93939393939394,0.0003
0.5405921936035156,0.2579216896283506,93.83838383838383,0.4913636323177453,85.60606060606061,0.0003
0.5547406673431396,0.2819986376497481,93.13131313131314,0.530418379017801,84.54545454545455,0.0003
0.5446884632110596,0.2442718394476958,94.1919191919192,0.531644042152347,85.3030303030303,0.0003
0.5397865772247314,0.2553330410610546,93.53535353535354,0.5216203064629525,85.75757575757575,0.0003
0.549431562423706,0.20985108150376214,95.0,0.6554782424912308,81.21212121212122,0.0003
0.5415530204772949,0.22521925297650425,93.83838383838383,0.494229649774956,85.15151515151516,0.0003
0.5372474193572998,0.19017745704963954,94.94949494949495,0.7067761771606677,80.45454545454545,0.0003
0.5433125495910645,0.15018047664051104,97.07070707070707,0.35880255554661605,89.84848484848484,2.9999999999999997e-05
0.5481791496276855,0.11895387901200188,97.82828282828282,0.35158134662743773,90.9090909090909,2.9999999999999997e-05
0.5406243801116943,0.09607589305049241,98.68686868686869,0.3467365951249094,90.60606060606061,2.9999999999999997e-05
0.5263950824737549,0.08611561305294133,99.34343434343434,0.35510547359784445,90.0,2.9999999999999997e-05
0.5547494888305664,0.09081982256788196,98.78787878787878,0.3347892100160772,90.9090909090909,2.9999999999999997e-05
0.5562551021575928,0.0871946588459641,98.78787878787878,0.3386355961814071,90.0,2.9999999999999997e-05
0.5652167797088623,0.08578665509368434,98.93939393939394,0.33799275719758237,90.9090909090909,2.9999999999999997e-05
0.5631873607635498,0.08250176507716227,99.04040404040404,0.345189879879807,90.3030303030303,2.9999999999999997e-05
0.5674970149993896,0.07987335557588424,98.98989898989899,0.3424058811231093,90.60606060606061,2.9999999999999997e-05
0.562126874923706,0.07931721261655442,99.04040404040404,0.34141864650177234,90.15151515151516,2.9999999999999997e-05
0.5554530620574951,0.08502215967334882,98.73737373737374,0.33858550425731776,90.0,2.9999999999999997e-05
0.546964168548584,0.07466852532492743,98.98989898989899,0.33712578072692406,90.45454545454545,3e-06
0.5414915084838867,0.0769724212060071,98.98989898989899,0.3388071891033288,90.45454545454545,3e-06
0.5420620441436768,0.07349215401242477,99.0909090909091,0.3423335066347411,90.15151515151516,3e-06
0.5437512397766113,0.07598063269949923,99.1919191919192,0.3335989583622326,90.15151515151516,3e-06
0.5437607765197754,0.07302655607010379,99.0909090909091,0.34487400127179696,90.45454545454545,3e-06
0.5491340160369873,0.07076617905286828,99.29292929292929,0.3307026637322975,91.06060606060606,3e-06
0.5491538047790527,0.08079933555740298,99.0909090909091,0.33951810417753275,90.75757575757575,3e-06
0.5513947010040283,0.07159063484181058,99.1919191919192,0.34850410493937406,89.84848484848484,3e-06
0.6006758213043213,0.07734488222484637,99.04040404040404,0.33334628524202287,91.06060606060606,3e-06
0.6688938140869141,0.07897548487391134,98.93939393939394,0.33833065954121677,90.9090909090909,3e-06
0.5263156890869141,0.0665996548051786,99.4949494949495,0.33392177892453745,90.60606060606061,3e-06
0.5313022136688232,0.07648338746241849,98.73737373737374,0.33004396106257583,90.9090909090909,3e-06
0.5121109485626221,0.07034737938130745,99.39393939393939,0.3280484349438638,90.75757575757575,3e-06
