case,file_name,frames,input_dtype,raw_negative_rate,denoised_negative_rate,after_iqr_negative_rate,after_cubic_negative_rate,denoise_to_iqr_sign_agreement,denoise_to_iqr_slope_agreement,denoised_zero_crossing_rate,iqr_zero_crossing_rate,signed_iqr_magnitude_gate
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_03.npy,1000,float64,0.0,0.4968518518518519,0.4968518518518519,0.49825925925925924,1.0,1.0,0.1793645497349201,0.1793645497349201,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_04.npy,1000,float64,0.0,0.4912,0.4912,0.4914148148148148,1.0,1.0,0.18650502354206058,0.18650502354206058,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_05.npy,1000,float64,0.0,0.49652962962962965,0.49652962962962965,0.498,1.0,1.0,0.18366143921699477,0.18366143921699477,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_06.npy,1000,float64,0.0,0.49096666666666666,0.49096666666666666,0.4918,1.0,1.0,0.17828940051162273,0.17828940051162273,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_07.npy,1000,float64,0.0,0.4960777777777778,0.4960777777777778,0.4949925925925926,1.0,1.0,0.18573017461906352,0.18573017461906352,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_08.npy,1000,float64,0.0,0.5115740740740741,0.5115740740740741,0.5121629629629629,1.0,1.0,0.17210914618322026,0.17210914618322026,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_09.npy,1000,float64,0.0,0.48573333333333335,0.48573333333333335,0.4865925925925926,1.0,1.0,0.18757646535424313,0.18757646535424313,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_10.npy,1000,float64,0.0,0.48848148148148146,0.48848148148148146,0.4887111111111111,1.0,1.0,0.18912616320023729,0.18912616320023729,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_11.npy,1000,float64,0.0,0.49193333333333333,0.49193333333333333,0.49248888888888886,1.0,1.0,0.1813257702146591,0.1813257702146591,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_12.npy,1000,float64,0.0,0.4935407407407407,0.4935407407407407,0.4950074074074074,1.0,1.0,0.17388870351833316,0.17388870351833316,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_13.npy,1000,float64,0.0,0.49226296296296296,0.49226296296296296,0.49444444444444446,1.0,1.0,0.1922144366588811,0.1922144366588811,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_14.npy,1000,float64,0.0,0.4934074074074074,0.4934074074074074,0.49346666666666666,1.0,1.0,0.18141474808141475,0.18141474808141475,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_15.npy,1000,float64,0.0,0.48884444444444447,0.48884444444444447,0.49091111111111113,1.0,1.0,0.19100582063545027,0.19100582063545027,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_16.npy,1000,float64,0.0,0.49267777777777777,0.49267777777777777,0.49173333333333336,1.0,1.0,0.1913543172802432,0.1913543172802432,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_17.npy,1000,float64,0.0,0.48546666666666666,0.48546666666666666,0.4833703703703704,1.0,1.0,0.17188299410521632,0.17188299410521632,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_18.npy,1000,float64,0.0,0.4809555555555556,0.4809555555555556,0.4823037037037037,1.0,1.0,0.1820301783264746,0.1820301783264746,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_19.npy,1000,float64,0.0,0.49737037037037035,0.49737037037037035,0.49905185185185186,1.0,1.0,0.18545211878545212,0.18545211878545212,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_20.npy,1000,float64,0.0,0.4987666666666667,0.4987666666666667,0.5002518518518518,1.0,1.0,0.1916953991028065,0.1916953991028065,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_01.npy,1000,float64,0.0,0.5047888888888888,0.5047888888888888,0.5046962962962963,1.0,1.0,0.1308234160086012,0.1308234160086012,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_02.npy,1000,float64,0.0,0.5057592592592592,0.5057592592592592,0.5045111111111111,1.0,1.0,0.11875208541875208,0.11875208541875208,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_03.npy,1000,float64,0.0,0.49974814814814816,0.49974814814814816,0.4999037037037037,1.0,1.0,0.11981981981981982,0.11981981981981982,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_04.npy,1000,float64,0.0,0.4913037037037037,0.4913037037037037,0.49191851851851853,1.0,1.0,0.11580469358247136,0.11580469358247136,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_05.npy,1000,float64,0.0,0.4846666666666667,0.4846666666666667,0.4849925925925926,1.0,1.0,0.12386831275720164,0.12386831275720164,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_06.npy,1000,float64,0.0,0.5187962962962963,0.5187962962962963,0.5187481481481482,1.0,1.0,0.11312794275757239,0.11312794275757239,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_07.npy,1000,float64,0.0,0.4774,0.4774,0.4772222222222222,1.0,1.0,0.11847032217402588,0.11847032217402588,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_08.npy,1000,float64,0.0,0.48694074074074073,0.48694074074074073,0.48695555555555553,1.0,1.0,0.10864939013087162,0.10864939013087162,True
