file_name,frames,values,source_min_length,predicted_bypass,output_exactly_equal_to_input,max_absolute_change,mae,nmae,rmse,nrmse,pearson_r,nonfinite_input_count,nonfinite_output_count
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205900_mimo5s_part0.csv,35,53760,28,False,False,3639.034427484903,797.4548920372606,0.8782316231957865,909.9147231368297,0.9013126363418924,0.21851516329481646,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205906_mimo5s_part0.csv,20,30720,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205912_mimo5s_part0.csv,17,26112,28,True,True,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205919_mimo5s_part0.csv,44,67584,28,False,False,2455.7441688241847,695.8816239110064,0.7173640862710734,792.2742991141336,0.7511572066950232,0.5116371105080938,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205925_mimo5s_part0.csv,18,27648,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205931_mimo5s_part0.csv,18,27648,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205937_mimo5s_part0.csv,18,27648,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205943_mimo5s_part0.csv,38,58368,28,False,False,2996.850015853266,860.2405744255055,0.9424119337726621,981.933305225515,0.9722291752794187,0.08521215286887336,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205949_mimo5s_part0.csv,25,38400,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=205955_mimo5s_part0.csv,23,35328,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position6_activity0/20250813=210002_mimo5s_part0.csv,11,16896,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210027_mimo5s_part0.csv,20,30720,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210033_mimo5s_part0.csv,13,19968,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210039_mimo5s_part0.csv,17,26112,28,True,True,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210045_mimo5s_part0.csv,47,72192,28,False,False,2714.5190026974437,501.0471443267361,0.5422324127365656,639.2316559851001,0.616153581482601,0.6045646344504045,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210051_mimo5s_part0.csv,31,47616,28,False,False,3053.967541184236,652.5835866723775,0.7206041935187409,772.0932895654231,0.7499107280779265,0.5783388243706742,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210058_mimo5s_part0.csv,14,21504,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210104_mimo5s_part0.csv,12,18432,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210110_mimo5s_part0.csv,4,6144,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210116_mimo5s_part0.csv,31,47616,28,False,False,2491.41935319447,846.7016901728987,0.929054434205159,943.5565028334184,0.9084746499014751,0.5002137252061896,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210122_mimo5s_part0.csv,32,49152,28,False,False,2545.276489124024,803.5937129411055,0.8812768533687345,926.8955160857734,0.8965152021351166,0.24704016136801937,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210129_mimo5s_part0.csv,13,19968,28,True,True,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210136_mimo5s_part0.csv,15,23040,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210142_mimo5s_part0.csv,13,19968,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210148_mimo5s_part0.csv,28,43008,28,False,False,3633.0173182391018,901.7027818645878,0.9926952898826643,1018.658051621698,0.9830492388427564,0.18465364956982025,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position7_activity0/20250813=210154_mimo5s_part0.csv,31,47616,28,False,False,2528.043148317096,1038.266624045716,1.10710458807225,1176.7602363191565,1.1174698685345015,-0.3890611892938188,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210215_mimo5s_part0.csv,32,49152,28,False,False,2818.31084433687,787.1267734224083,0.8636643615622379,903.8038125087014,0.878396781405641,0.2791444528773235,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210222_mimo5s_part0.csv,14,21504,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210228_mimo5s_part0.csv,14,21504,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210234_mimo5s_part0.csv,19,29184,28,True,True,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210241_mimo5s_part0.csv,21,32256,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210247_mimo5s_part0.csv,34,52224,28,False,False,3108.976602419242,703.5704282524828,0.8085552648288069,824.553747519066,0.8487689155323742,0.4794780195937689,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210254_mimo5s_part0.csv,11,16896,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210300_mimo5s_part0.csv,7,10752,28,True,True,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210307_mimo5s_part0.csv,21,32256,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210313_mimo5s_part0.csv,21,32256,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210319_mimo5s_part0.csv,7,10752,28,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0,0
/home/test/bupt_hjk/sdp_dataset/elderAL/action0_static_new/user0_position8_activity0/20250813=210325_mimo5s_part0.csv,49,75264,28,False,False,2217.5499370125767,856.200907238256,0.981365834013063,940.3035940941188,0.9617038211454634,0.45911015627789137,0,0
